subj_idx,Participant Private ID,age_corrected,age_group,gender,worksit,education,edu_group,ideology,ideology_num,partisanship,conservative_rating,labour_rating,libdem_rating,green_rating,reform_rating,questionnaire_attention_check,attention_start,attention_end,crt_correct,dogmatism,affective_polarisation,m_climate,m_immigration,m_punishment,m_teaculture,m_brain,m_gender,m_discrimination,m_adoption,m_selfenhancement,m_cats,s_climate,s_immigration,s_punishment,s_teaculture,s_brain,s_gender,s_discrimination,s_adoption,s_selfenhancement,s_cats,ideo_group,ideo_strength,ideo_m_climate,ideo_m_adoption,ideo_m_punishment,ideo_m_gender,ideo_m_discrimination,ideo_m_immigration,ideo_m_teaculture,ideo_m_brain,ideo_m_cats,self_m_enhancement
185,11696058,38,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,72,10,10,29,56,passed,Yes,Yes,1,24,24.88051446413438,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Lower,Lower,Higher,2,2,2,1,2,2,,1,2,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
432,11696105,33,Above 32,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,52,50,29,47,71,passed,Yes,Yes,2,28,13.377593206552515,Higher,Higher,Higher,Higher,Neutral,Neutral,Lower,Lower,Neutral,Lower,2,2,2,2,,,1,1,,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
188,11696190,36,Above 32,female,Unemployed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Conservative,89,3,68,52,63,passed,Yes,Yes,3,24,28.642625577973817,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Lower,Lower,Lower,1,2,2,1,2,1,,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
189,11696225,38,Above 32,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Labour,46,53,26,23,17,passed,Yes,Yes,3,22,13.957077057894322,Higher,Neutral,Higher,Lower,Higher,Higher,Lower,Higher,Neutral,Higher,1,,1,1,1,1,1,1,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
190,11696361,37,Above 32,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,57,2,1,6,49,passed,Yes,Yes,0,16,24.68197723035981,Higher,Higher,Higher,Neutral,Higher,Higher,Higher,Lower,Lower,Lower,1,2,2,,1,1,1,2,1,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
435,11696487,22,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,70,45,40,35,26,passed,Yes,Yes,2,26,14.79729705047513,Higher,Higher,Neutral,Higher,Higher,Lower,Neutral,Lower,Neutral,Lower,2,1,,2,1,1,,1,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
192,11696533,34,Above 32,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,7,0,24,0,100,passed,Yes,Yes,3,31,37.92835351026986,Neutral,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Higher,Lower,,2,2,2,1,1,1,1,1,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
193,11696659,27,25-31,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Labour,11,65,55,46,46,passed,Yes,Yes,2,22,18.20549367636044,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Higher,Higher,Lower,2,1,1,2,2,1,1,1,1,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
490,11696666,33,Above 32,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Reform UK,0,0,0,0,51,passed,Yes,Yes,1,25,20.4,Neutral,Higher,Higher,Higher,Higher,Neutral,Higher,Lower,Neutral,Higher,,2,1,1,1,,1,1,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
489,11696918,23,18-24,male,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,78,55,33,7,0,passed,Yes,Yes,2,23,29.193149881436227,Higher,Lower,Higher,Higher,Neutral,Higher,Lower,Lower,Lower,Lower,1,1,1,1,,2,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
195,11697054,24,18-24,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,15,10,0,4,63,passed,Yes,Yes,1,21,22.878811157925142,Lower,Higher,Higher,Neutral,Higher,Lower,Higher,Higher,Higher,Higher,1,2,2,,1,1,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
199,11697637,33,Above 32,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,10,0,0,0,60,passed,Yes,Yes,1,31,23.323807579381203,Neutral,Higher,Neutral,Higher,Higher,Lower,Higher,Higher,Higher,Lower,,2,,1,1,2,2,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
437,11697703,34,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,85,14,43,44,53,passed,Yes,Yes,0,23,22.763128080296873,Higher,Higher,Higher,Higher,Neutral,Higher,Neutral,Lower,Neutral,Neutral,1,2,2,1,,1,,2,,,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
438,11697798,20,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,84,51,51,75,44,passed,Yes,Yes,3,27,15.582040944625964,Higher,Neutral,Higher,Higher,Higher,Neutral,Lower,Neutral,Neutral,Lower,2,,1,1,1,,2,,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
484,11697821,38,Above 32,male,Unemployed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely right,7,Reform UK,27,21,38,42,66,passed,Yes,Yes,1,14,15.535765188750762,Neutral,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Higher,Higher,,2,2,1,1,1,1,2,1,2,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
201,11697900,22,18-24,female,Employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Slightly right,5,Reform UK,69,0,29,9,96,passed,Yes,Yes,1,27,36.488902422517455,Neutral,Higher,Higher,Higher,Lower,Higher,Higher,Neutral,Lower,Higher,,2,1,1,1,1,1,,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
439,11697901,22,18-24,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,60,30,15,0,75,passed,Yes,Yes,1,26,27.820855486487112,Higher,Neutral,Higher,Higher,Neutral,Lower,Higher,Neutral,Neutral,Higher,1,,1,2,,1,1,,,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
441,11698296,28,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,65,30,35,60,20,passed,Yes,Yes,0,22,17.4928556845359,Higher,Neutral,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Neutral,1,,2,1,1,1,1,2,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
482,11698468,24,18-24,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Conservative,54,48,46,45,42,passed,Yes,Yes,2,24,4,Higher,Higher,Higher,Higher,Neutral,Lower,Lower,Higher,Lower,Neutral,1,1,2,2,,2,1,1,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
206,11698480,29,25-31,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Right,6,Reform UK,13,20,13,13,66,passed,Yes,Yes,1,40,20.67849124090053,Lower,Higher,Higher,Higher,Higher,Neutral,Higher,Higher,Higher,Lower,1,2,1,1,1,,2,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
481,11698495,25,25-31,male,Unemployed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Moderate,4,__other,18,20,8,10,0,passed,Yes,Yes,3,27,7.222188034107115,Higher,Neutral,Lower,Higher,Neutral,Higher,Lower,Higher,Higher,Higher,1,,1,1,,1,1,2,1,1,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
208,11698687,18,18-24,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,60,25,55,50,50,passed,Yes,Yes,3,19,12.083045973594572,Higher,Higher,Higher,Neutral,Neutral,Higher,Lower,Lower,Higher,Lower,1,1,1,,,2,1,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
442,11698703,29,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Reform UK,72,18,34,50,81,passed,Yes,Yes,3,22,23.323807579381203,Lower,Neutral,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Higher,1,,2,1,2,1,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
209,11698751,37,Above 32,female,Working in the household,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,82,8,50,61,64,passed,Yes,Yes,1,22,24.73863375370596,Higher,Higher,Higher,Neutral,Neutral,Higher,Neutral,Lower,Higher,Lower,2,2,2,,,2,,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
210,11698845,27,25-31,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly left,3,Labour,0,57,42,47,0,passed,Yes,Yes,0,26,24.326117651610584,Higher,Neutral,Lower,Higher,Neutral,Neutral,Lower,Lower,Neutral,Lower,2,,1,2,,,1,2,,2,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
444,11699942,21,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Reform UK,46,56,20,40,65,passed,Yes,Yes,3,16,15.304901175767194,Higher,Lower,Higher,Lower,Higher,Higher,Lower,Neutral,Lower,Lower,2,2,2,1,2,2,1,,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
211,11699952,34,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,56,34,75,48,39,passed,Yes,Yes,2,27,14.430523206037957,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Higher,Higher,Lower,1,1,2,1,1,2,,1,1,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
445,11700037,25,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Moderate,4,Reform UK,0,0,9,46,65,passed,Yes,Yes,2,27,26.615784790233032,Higher,Higher,Higher,Higher,Higher,Lower,Neutral,Lower,Higher,Lower,2,2,2,2,1,1,,2,1,1,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
212,11700050,27,25-31,female,Self-employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Extremely right,7,Reform UK,0,0,0,0,50,passed,Yes,Yes,3,42,20,Neutral,Higher,Higher,Higher,Higher,Lower,Higher,Higher,Lower,Lower,,2,2,2,2,2,2,1,2,1,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
213,11700091,27,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,64,14,29,11,81,passed,Yes,Yes,0,19,27.909854890342945,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Higher,Lower,1,2,2,2,1,2,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
214,11700107,21,18-24,male,Unemployed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Moderate,4,Conservative,60,50,30,40,20,passed,Yes,Yes,2,22,14.142135623730951,Higher,Higher,Lower,Higher,Higher,Lower,Lower,Lower,Neutral,Lower,1,1,1,2,1,1,1,1,,1,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
215,11700162,21,18-24,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,67,41,61,64,39,passed,Yes,Yes,3,22,11.92644121270046,Higher,Higher,Lower,Neutral,Neutral,Higher,Lower,Lower,Higher,Higher,2,1,1,,,1,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
447,11700195,31,25-31,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,73,10,33,33,43,passed,Yes,Yes,2,16,20.411761315476916,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Lower,1,1,1,2,1,2,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
217,11700501,31,25-31,male,Employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Right,6,Reform UK,0,0,10,0,80,passed,Yes,Yes,3,32,31.240998703626616,Neutral,Higher,Higher,Neutral,Higher,Neutral,Higher,Higher,Lower,Lower,,2,1,,1,,2,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
218,11700663,25,25-31,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,34,19,30,11,50,passed,Yes,Yes,1,22,13.347658970770867,Neutral,Higher,Higher,Higher,Neutral,Lower,Lower,Neutral,Higher,Lower,,1,2,1,,1,1,,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
449,11700667,33,Above 32,female,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,80,0,61,12,32,passed,Yes,Yes,1,18,29.81274895074253,Lower,Higher,Higher,Neutral,Lower,Higher,Lower,Lower,Higher,Lower,2,2,2,,1,1,2,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
219,11700745,26,25-31,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Reform UK,70,0,0,30,95,passed,Yes,Yes,1,28,38,Lower,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Neutral,Lower,2,2,2,2,1,1,1,1,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
450,11700762,20,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Reform UK,59,31,60,54,65,passed,Yes,Yes,3,19,11.923086848631105,Higher,Higher,Higher,Neutral,Higher,Higher,Higher,Lower,Higher,Lower,1,1,1,,2,1,1,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
220,11700775,23,18-24,female,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,35,4,33,12,92,passed,Yes,Yes,0,25,30.798701271319867,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Neutral,1,2,2,1,1,1,1,2,1,,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
451,11700778,28,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,59,29,28,18,77,passed,Yes,Yes,3,22,22.15761720041214,Lower,Higher,Higher,Neutral,Higher,Higher,Lower,Lower,Lower,Lower,1,1,1,,1,1,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
452,11700797,27,25-31,female,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,50,50,50,42,24,passed,Yes,Yes,2,21,10.087616170334794,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Neutral,Lower,Lower,1,1,1,1,1,2,1,,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
453,11700957,29,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,80,5,40,10,95,passed,Yes,Yes,0,23,36.24913792078372,Lower,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Higher,Lower,1,2,1,2,2,2,1,,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
222,11701044,24,18-24,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,40,49,54,2,85,passed,Yes,Yes,3,26,26.705804612480787,Higher,Higher,Higher,Higher,Neutral,Higher,Neutral,Lower,Higher,Higher,2,1,2,2,,1,,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
479,11701058,19,18-24,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,40,40,30,59,85,passed,Yes,Yes,0,20,19.507947098554475,Higher,Higher,Lower,Neutral,Higher,Higher,Higher,Neutral,Higher,Lower,1,1,1,,1,1,1,,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
224,11701373,22,18-24,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Reform UK,47,0,55,36,100,passed,Yes,Yes,3,28,32.25275182058114,Neutral,Higher,Higher,Higher,Neutral,Lower,Lower,Higher,Higher,Lower,,1,1,1,,1,1,1,1,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
454,11701660,28,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,55,20,30,10,55,passed,Yes,Yes,3,31,18.275666882497067,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Lower,1,1,1,1,1,1,1,1,2,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
225,11701773,29,25-31,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Conservative,75,4,70,6,3,passed,Yes,Yes,3,13,33.44607600302314,Higher,Lower,Lower,Neutral,Neutral,Higher,Lower,Neutral,Higher,Higher,1,2,2,,,1,1,,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
455,11702183,25,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely left,1,Green,0,52,29,75,1,passed,Yes,Yes,3,20,29.124560082514552,Higher,Lower,Lower,Lower,Higher,Higher,Lower,Lower,Neutral,Lower,2,2,2,1,1,2,2,2,,1,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
456,11702555,22,18-24,male,Unemployed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,5,0,20,50,90,passed,Yes,Yes,2,25,33.406586176980134,Lower,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Higher,Lower,1,2,2,1,1,1,1,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
226,11703977,30,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,35,26,49,17,57,passed,Yes,Yes,2,32,14.620533505997653,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Lower,Higher,Lower,2,2,2,2,1,2,,2,2,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
457,11704439,27,25-31,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Conservative,89,34,7,57,12,passed,Yes,Yes,2,33,30.32754523531372,Higher,Neutral,Higher,Neutral,Higher,Lower,Neutral,Higher,Higher,Neutral,2,,1,,1,1,,1,2,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
228,11704570,24,18-24,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,__other,50,50,40,40,55,passed,Yes,Yes,3,20,6,Higher,Lower,Lower,Higher,Higher,Higher,Neutral,Lower,Higher,Neutral,2,1,2,1,1,1,,1,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
229,11704749,30,25-31,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Reform UK,6,0,6,89,100,passed,Yes,Yes,3,18,44.525947491322405,Higher,Higher,Higher,Higher,Neutral,Higher,Higher,Lower,Higher,Neutral,2,2,2,1,,1,1,1,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
458,11704851,31,25-31,female,Working in the household,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely right,7,Reform UK,0,2,0,1,90,passed,Yes,Yes,0,23,35.7077022503549,Neutral,Higher,Higher,Neutral,Higher,Lower,Higher,Higher,Lower,Neutral,,2,2,,2,2,2,2,1,,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
478,11705070,21,18-24,male,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,58,0,48,53,78,passed,Yes,Yes,2,24,25.796123739817965,Higher,Higher,Higher,Higher,Higher,Neutral,Neutral,Higher,Higher,Lower,1,1,2,1,1,,,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
231,11705143,22,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Conservative,82,43,68,17,20,passed,Yes,Yes,2,27,25.71380951940027,Higher,Higher,Higher,Lower,Higher,Higher,Higher,Lower,Higher,Lower,2,1,1,1,1,1,1,2,1,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
459,11705148,28,25-31,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Conservative,74,33,62,50,55,passed,Yes,Yes,3,22,13.555810562264433,Higher,Neutral,Higher,Higher,Higher,Higher,Lower,Lower,Neutral,Lower,1,,1,1,1,2,1,2,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
232,11705321,31,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,SNP,0,0,41,73,61,passed,Yes,Yes,1,24,30.35127674415032,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Lower,1,2,1,2,2,1,2,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
477,11705377,26,25-31,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Reform UK,65,38,47,62,78,passed,Yes,Yes,3,26,14.042791745233567,Higher,Higher,Higher,Lower,Neutral,Lower,Lower,Higher,Neutral,Lower,1,2,1,1,,1,1,1,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
233,11705420,30,25-31,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Conservative,90,25,2,14,89,passed,Yes,Yes,0,16,37.85762802923606,Lower,Higher,Higher,Higher,Neutral,Higher,Lower,Lower,Higher,Higher,1,1,2,2,,2,1,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
460,11705437,23,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,49,35,43,0,10,passed,Yes,Yes,1,22,19.08507270093567,Higher,Higher,Neutral,Higher,Higher,Lower,Higher,Lower,Higher,Neutral,1,1,,1,1,1,1,1,2,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
234,11705595,28,25-31,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Conservative,63,31,19,29,0,passed,Yes,Yes,2,23,20.489997559785117,Higher,Neutral,Lower,Higher,Neutral,Higher,Lower,Lower,Lower,Higher,1,,1,1,,2,1,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
235,11706199,31,25-31,female,Employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Right,6,Conservative,61,18,61,60,60,passed,Yes,Yes,1,30,17.005881335585052,Higher,Neutral,Higher,Higher,Higher,Higher,Higher,Lower,Higher,Lower,1,,2,1,1,2,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
462,11706452,27,25-31,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Reform UK,20,20,20,20,50,passed,Yes,Yes,2,19,12,Higher,Higher,Neutral,Neutral,Higher,Higher,Lower,Lower,Neutral,Lower,2,1,,,1,1,1,2,,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
